  -5.7094876301889781e+03   3.2671107019464289e-02   1.4464452085603343e-03
  -5.7091646301889778e+03   3.3092102022011717e-02   1.3126191102640261e-03
  -5.7088416301889774e+03   3.3507861221723743e-02   1.1728350981706772e-03
  -5.7085186301889771e+03   3.3918514649030208e-02   1.0272317890895153e-03
  -5.7081956301889777e+03   3.4323951907002118e-02   8.7583511213811709e-04
  -5.7078736301889776e+03   3.4724174982611253e-02   7.1872395222359359e-04
  -5.7075506301889773e+03   3.5119121025434970e-02   5.5594698228055115e-04
  -5.7072276301889779e+03   3.5508770780622451e-02   3.8757346027877120e-04
  -5.7069046301889775e+03   3.5893075166637783e-02   2.1365878057962135e-04
  -5.7065816301889772e+03   3.6272008275203459e-02   3.4269276735985032e-05
  -5.7062586301889778e+03   3.6645527451484743e-02  -1.5053654849425419e-04
  -5.7059356301889775e+03   3.7013604664928340e-02  -3.4069333711553567e-04
  -5.7056126301889781e+03   3.7376200923017765e-02  -5.3614085561259819e-04
  -5.7052906301889780e+03   3.7733287783429895e-02  -7.3681405683850138e-04
  -5.7049676301889776e+03   3.8084829257869983e-02  -9.4265145984850701e-04
  -5.7046446301889773e+03   3.8430796876190103e-02  -1.1535881249089862e-03
  -5.7043216301889779e+03   3.8771157087368828e-02  -1.3695616416215031e-03
  -5.7039986301889776e+03   3.9105882099137464e-02  -1.5905069506105382e-03
  -5.7036756301889782e+03   3.9434940160067669e-02  -1.8163609304186676e-03
  -5.7033526301889779e+03   3.9758304408651891e-02  -2.0470582837073432e-03
  -5.7030306301889777e+03   4.0075944791265410e-02  -2.2825352297610752e-03
  -5.7027076301889774e+03   4.0387835256408842e-02  -2.5227261860586883e-03
  -5.7023846301889771e+03   4.0693947407725105e-02  -2.7675667125161433e-03
  -5.7020616301889777e+03   4.0994256011789618e-02  -3.0169908787851933e-03
  -5.7017386301889774e+03   4.1288734075546743e-02  -3.2709336202171044e-03
  -5.7014156301889780e+03   4.1577357414869807e-02  -3.5293285520947007e-03
  -5.7010926301889776e+03   4.1860100176861668e-02  -3.7921100376104837e-03
  -5.7007696301889773e+03   4.2136939217482926e-02  -4.0592112138672885e-03
  -5.7004476301889772e+03   4.2407850069233206e-02  -4.3305658162939228e-03
  -5.7001246301889778e+03   4.2672810377357685e-02  -4.6061065722875737e-03
  -5.6998016301889775e+03   4.2931797073441809e-02  -4.8857666274772071e-03
  -5.6994786301889781e+03   4.3184788991144377e-02  -5.1694782446186352e-03
  -5.6991556301889777e+03   4.3431764172908713e-02  -5.4571741009583558e-03
  -5.6988326301889774e+03   4.3672702753841657e-02  -5.7487860433473948e-03
  -5.6985096301889771e+03   4.3907584188668816e-02  -6.0442463006764278e-03
  -5.6981876301889779e+03   4.4136389755110146e-02  -6.3434863952299631e-03
  -5.6978646301889776e+03   4.4359100493866384e-02  -6.6464381731129746e-03
  -5.6975416301889782e+03   4.4575698996861604e-02  -6.9530328778105001e-03
  -5.6972186301889778e+03   4.4786167765618709e-02  -7.2632020507482856e-03
  -5.6968956301889775e+03   4.4990490967627882e-02  -7.5768766933521020e-03
  -5.6965726301889772e+03   4.5188652504210093e-02  -7.8939880904615647e-03
  -5.6962496301889778e+03   4.5380638047443550e-02  -8.2144670367020178e-03
  -5.6959266301889775e+03   4.5566433184570244e-02  -8.5382445761991999e-03
  -5.6956046301889774e+03   4.5746024805570336e-02  -8.8652513038658884e-03
  -5.6952816301889779e+03   4.5919400125311066e-02  -9.1954180213342923e-03
  -5.6949586301889776e+03   4.6086547587237930e-02  -9.5286751009818083e-03
  -5.6946356301889773e+03   4.6247455576272821e-02  -9.8649530870336139e-03
  -5.6943126301889779e+03   4.6402113988333896e-02  -1.0204182092678000e-02
