-3.212000000000000e+05 	 1.979765666656145e-03 
-3.205576000599987e+05 	 1.980762906347316e-03 
-3.199152001199975e+05 	 1.981762651455651e-03 
-3.192728001799962e+05 	 1.982764912571825e-03 
-3.186304002399950e+05 	 1.983769700286328e-03 
-3.179880002999937e+05 	 1.984777025189468e-03 
-3.173456003599925e+05 	 1.985786897871370e-03 
-3.167032004199912e+05 	 1.986799329023785e-03 
-3.160608004799900e+05 	 1.987814330708908e-03 
-3.154184005399887e+05 	 1.988831915867855e-03 
-3.147760005999877e+05 	 1.989852097452469e-03 
-3.144548006299871e+05 	 1.990363165951707e-03 
-3.141336006599866e+05 	 1.990874888414373e-03 
-3.138124006899860e+05 	 1.991387266459065e-03 
-3.134912007199854e+05 	 1.991900301704970e-03 
-3.131700007499848e+05 	 1.992413995770733e-03 
-3.128488007799842e+05 	 1.992928350275442e-03 
-3.125276008099836e+05 	 1.993443366837784e-03 
-3.122064008399830e+05 	 1.993959047076747e-03 
-3.118852008699824e+05 	 1.994475392611067e-03 
-3.115640008999818e+05 	 1.994992405059624e-03 
-3.112428009299812e+05 	 1.995510086041206e-03 
-3.109216009599806e+05 	 1.996028437174587e-03 
-3.106004009899800e+05 	 1.996547460078605e-03 
-3.102792010199794e+05 	 1.997067156371927e-03 
-3.099580010499788e+05 	 1.997587527673443e-03 
-3.096368010799782e+05 	 1.998108575601712e-03 
-3.093156011099776e+05 	 1.998630301775673e-03 
-3.089944011399770e+05 	 1.999152707813781e-03 
-3.086732011699764e+05 	 1.999675795335026e-03 
-3.083520011999755e+05 	 2.000199565957753e-03 
-3.081378678866418e+05 	 2.000549126673319e-03 
-3.079237345733080e+05 	 2.000898992188554e-03 
-3.077096012599743e+05 	 2.001249162983053e-03 
-3.074954679466406e+05 	 2.001599639536627e-03 
-3.072813346333068e+05 	 2.001950422328696e-03 
-3.070672013199731e+05 	 2.002301511838808e-03 
-3.068530680066394e+05 	 2.002652908546726e-03 
-3.066389346933056e+05 	 2.003004612931940e-03 
-3.064248013799719e+05 	 2.003356625473952e-03 
-3.062106680666382e+05 	 2.003708946652475e-03 
-3.059965347533044e+05 	 2.004061576947070e-03 
-3.057824014399707e+05 	 2.004414516837191e-03 
-3.055682681266370e+05 	 2.004767766802502e-03 
-3.053541348133032e+05 	 2.005121327322638e-03 
-3.051400014999695e+05 	 2.005475198877003e-03 
-3.049258681866358e+05 	 2.005829381945211e-03 
-3.047117348733020e+05 	 2.006183877006970e-03 
-3.044976015599683e+05 	 2.006538684541635e-03 
-3.042834682466346e+05 	 2.006893805028772e-03 
-3.040693349333009e+05 	 2.007249238948161e-03 
-3.038552016199671e+05 	 2.007604986779106e-03 
-3.036410683066334e+05 	 2.007961049001153e-03 
-3.034269349932997e+05 	 2.008317426094073e-03 
-3.032128016799659e+05 	 2.008674118537203e-03 
-3.029986683666322e+05 	 2.009031126810050e-03 
-3.027845350532985e+05 	 2.009388451392340e-03 
-3.025704017399647e+05 	 2.009746092763480e-03 
-3.023562684266310e+05 	 2.010104051402928e-03 
-3.021421351132973e+05 	 2.010462327790361e-03 
-3.019280017999632e+05 	 2.010820922405260e-03 
-3.017674018149629e+05 	 2.011090077491597e-03 
-3.016068018299626e+05 	 2.011359412052845e-03 
-3.014462018449623e+05 	 2.011628926291478e-03 
-3.012856018599619e+05 	 2.011898620409633e-03 
-3.011250018749616e+05 	 2.012168494609583e-03 
-3.009644018899613e+05 	 2.012438549093620e-03 
-3.008038019049609e+05 	 2.012708784064172e-03 
-3.006432019199606e+05 	 2.012979199723455e-03 
-3.004826019349603e+05 	 2.013249796273697e-03 
-3.003220019499600e+05 	 2.013520573917186e-03 
-3.001614019649596e+05 	 2.013791532856303e-03 
-3.000008019799593e+05 	 2.014062673293348e-03 
-2.998402019949590e+05 	 2.014333995430500e-03 
-2.996796020099586e+05 	 2.014605499470044e-03 
-2.995190020249583e+05 	 2.014877185614318e-03 
-2.993584020399580e+05 	 2.015149054065699e-03 
-2.991978020549577e+05 	 2.015421105026321e-03 
-2.990372020699573e+05 	 2.015693338698467e-03 
-2.988766020849570e+05 	 2.015965755284425e-03 
-2.987160020999567e+05 	 2.016238354986658e-03 
-2.985554021149563e+05 	 2.016511138007252e-03 
-2.983948021299560e+05 	 2.016784104548484e-03 
-2.982342021449557e+05 	 2.017057254812632e-03 
-2.980736021599554e+05 	 2.017330589002141e-03 
-2.979130021749550e+05 	 2.017604107319148e-03 
-2.977524021899547e+05 	 2.017877809965895e-03 
-2.975918022049544e+05 	 2.018151697144654e-03 
-2.974312022199541e+05 	 2.018425769056806e-03 
-2.972706022349537e+05 	 2.018700025932106e-03 
-2.971100022499534e+05 	 2.018974468021099e-03 
-2.969494022649531e+05 	 2.019249095574504e-03 
-2.967888022799527e+05 	 2.019523908843127e-03 
-2.966282022949524e+05 	 2.019798908077717e-03 
-2.964676023099521e+05 	 2.020074093528873e-03 
-2.963070023249518e+05 	 2.020349465447309e-03 
-2.961464023399514e+05 	 2.020625024083783e-03 
-2.959858023549511e+05 	 2.020900769689126e-03 
-2.958252023699508e+05 	 2.021176702513889e-03 
-2.956646023849504e+05 	 2.021452822808782e-03 
-2.955040023999510e+05 	 2.021729130824514e-03 
-2.953755224119507e+05 	 2.021950312564746e-03 
-2.952470424239505e+05 	 2.022171614735132e-03 
-2.951185624359503e+05 	 2.022393037464033e-03 
-2.949900824479500e+05 	 2.022614580879810e-03 
-2.948616024599498e+05 	 2.022836245110825e-03 
-2.947331224719496e+05 	 2.023058030285559e-03 
-2.946046424839493e+05 	 2.023279936532294e-03 
-2.944761624959491e+05 	 2.023501963979346e-03 
-2.943476825079488e+05 	 2.023724112755076e-03 
-2.942192025199486e+05 	 2.023946382987838e-03 
-2.940907225319484e+05 	 2.024168774806074e-03 
-2.939622425439481e+05 	 2.024391288338147e-03 
-2.938337625559479e+05 	 2.024613923712327e-03 
-2.937052825679476e+05 	 2.024836681056972e-03 
-2.935768025799474e+05 	 2.025059560500438e-03 
-2.934483225919472e+05 	 2.025282562171114e-03 
-2.933198426039469e+05 	 2.025505686197455e-03 
-2.931913626159467e+05 	 2.025728932707682e-03 
-2.930628826279464e+05 	 2.025952301830149e-03 
-2.929344026399462e+05 	 2.026175793693212e-03 
-2.928059226519460e+05 	 2.026399408425222e-03 
-2.926774426639457e+05 	 2.026623146154693e-03 
-2.925489626759455e+05 	 2.026847007009827e-03 
-2.924204826879452e+05 	 2.027070991118966e-03 
-2.922920026999450e+05 	 2.027295098610462e-03 
-2.921635227119448e+05 	 2.027519329612666e-03 
-2.920350427239445e+05 	 2.027743684254046e-03 
-2.919065627359443e+05 	 2.027968162662888e-03 
-2.917780827479440e+05 	 2.028192764967489e-03 
-2.916496027599438e+05 	 2.028417491296198e-03 
-2.915211227719436e+05 	 2.028642341777363e-03 
-2.913926427839433e+05 	 2.028867316539406e-03 
-2.912641627959431e+05 	 2.029092415710700e-03 
-2.911356828079429e+05 	 2.029317639419494e-03 
-2.910072028199426e+05 	 2.029542987794136e-03 
-2.908787228319424e+05 	 2.029768460962970e-03 
-2.907502428439421e+05 	 2.029994059054372e-03 
-2.906217628559419e+05 	 2.030219782196804e-03 
-2.904932828679417e+05 	 2.030445630518464e-03 
-2.903648028799414e+05 	 2.030671604147700e-03 
-2.902363228919412e+05 	 2.030897703212854e-03 
-2.901078429039409e+05 	 2.031123927842271e-03 
-2.899793629159407e+05 	 2.031350278164447e-03 
-2.898508829279405e+05 	 2.031576754307588e-03 
-2.897224029399402e+05 	 2.031803356400021e-03 
-2.895939229519400e+05 	 2.032030084570085e-03 
-2.894654429639397e+05 	 2.032256938946122e-03 
-2.893369629759395e+05 	 2.032483919656582e-03 
-2.892084829879393e+05 	 2.032711026829761e-03 
-2.890800029999387e+05 	 2.032938260593934e-03 
-2.889729363432719e+05 	 2.033127718858121e-03 
-2.888658696866050e+05 	 2.033317265196116e-03 
-2.887588030299381e+05 	 2.033506899682188e-03 
-2.886517363732713e+05 	 2.033696622390730e-03 
-2.885446697166044e+05 	 2.033886433395910e-03 
-2.884376030599375e+05 	 2.034076332771977e-03 
-2.883305364032707e+05 	 2.034266320593198e-03 
-2.882234697466038e+05 	 2.034456396933842e-03 
-2.881164030899369e+05 	 2.034646561868179e-03 
-2.880093364332701e+05 	 2.034836815470553e-03 
-2.879022697766032e+05 	 2.035027157815224e-03 
-2.877952031199363e+05 	 2.035217588976393e-03 
-2.876881364632695e+05 	 2.035408109028325e-03 
-2.875810698066026e+05 	 2.035598718045289e-03 
-2.874740031499357e+05 	 2.035789416101553e-03 
-2.873669364932689e+05 	 2.035980203271412e-03 
-2.872598698366020e+05 	 2.036171079629220e-03 
-2.871528031799351e+05 	 2.036362045249127e-03 
-2.870457365232683e+05 	 2.036553100205400e-03 
-2.869386698666014e+05 	 2.036744244572303e-03 
-2.868316032099345e+05 	 2.036935478424105e-03 
-2.867245365532677e+05 	 2.037126801835068e-03 
-2.866174698966008e+05 	 2.037318214879592e-03 
-2.865104032399339e+05 	 2.037509717631825e-03 
-2.864033365832671e+05 	 2.037701310166016e-03 
-2.862962699266002e+05 	 2.037892992556431e-03 
-2.861892032699334e+05 	 2.038084764877332e-03 
-2.860821366132665e+05 	 2.038276627202985e-03 
-2.859750699565996e+05 	 2.038468579607739e-03 
-2.858680032999328e+05 	 2.038660622165835e-03 
-2.857609366432659e+05 	 2.038852754951474e-03 
-2.856538699865990e+05 	 2.039044978038918e-03 
-2.855468033299322e+05 	 2.039237291502431e-03 
-2.854397366732653e+05 	 2.039429695416277e-03 
-2.853326700165984e+05 	 2.039622189854756e-03 
-2.852256033599316e+05 	 2.039814774892201e-03 
-2.851185367032647e+05 	 2.040007450602766e-03 
-2.850114700465978e+05 	 2.040200217060711e-03 
-2.849044033899310e+05 	 2.040393074340299e-03 
-2.847973367332641e+05 	 2.040586022515790e-03 
-2.846902700765972e+05 	 2.040779061661446e-03 
-2.845832034199304e+05 	 2.040972191851671e-03 
-2.844761367632635e+05 	 2.041165413160589e-03 
-2.843690701065966e+05 	 2.041358725662455e-03 
-2.842620034499298e+05 	 2.041552129431528e-03 
-2.841549367932629e+05 	 2.041745624542069e-03 
-2.840478701365960e+05 	 2.041939211068336e-03 
-2.839408034799292e+05 	 2.042132889084686e-03 
-2.838337368232623e+05 	 2.042326658665336e-03 
-2.837266701665954e+05 	 2.042520519884492e-03 
-2.836196035099286e+05 	 2.042714472816411e-03 
-2.835125368532617e+05 	 2.042908517535353e-03 
-2.834054701965948e+05 	 2.043102654115576e-03 
-2.832984035399280e+05 	 2.043296882631386e-03 
-2.831913368832611e+05 	 2.043491203157095e-03 
-2.830842702265942e+05 	 2.043685615766859e-03 
-2.829772035699274e+05 	 2.043880120534935e-03 
-2.828701369132605e+05 	 2.044074717535581e-03 
-2.827630702565936e+05 	 2.044269406843052e-03 
-2.826560035999265e+05 	 2.044464188531607e-03 
-2.825642321799263e+05 	 2.044631217848876e-03 
-2.824724607599261e+05 	 2.044798315139276e-03 
-2.823806893399259e+05 	 2.044965480449567e-03 
-2.822889179199258e+05 	 2.045132713826511e-03 
-2.821971464999256e+05 	 2.045300015316870e-03 
