  -5.7185042613731039e+03   2.4029724882118797e-02   2.2182555301595359e-02
  -5.7181812613731036e+03   2.4437729160240333e-02   2.2351903244569614e-02
  -5.7178582613731032e+03   2.4845576616626730e-02   2.2513321132368053e-02
  -5.7175352613731029e+03   2.5253277176123037e-02   2.2666998764964363e-02
  -5.7172122613731035e+03   2.5660729760328183e-02   2.2812884732651764e-02
  -5.7168902613731034e+03   2.6067884995762500e-02   2.2951040590574647e-02
  -5.7165672613731031e+03   2.6474663459790063e-02   2.3081462980866538e-02
  -5.7162442613731037e+03   2.6881005759479881e-02   2.3204192399148664e-02
  -5.7159212613731033e+03   2.7286838656285825e-02   2.3319239506001354e-02
  -5.7155982613731030e+03   2.7692099560273950e-02   2.3426638270217761e-02
  -5.7152752613731036e+03   2.8096718137978316e-02   2.3526405873506365e-02
  -5.7149522613731033e+03   2.8500630807270735e-02   2.3618574170114724e-02
  -5.7146292613731039e+03   2.8903768916363648e-02   2.3703164026861515e-02
  -5.7143072613731038e+03   2.9306068769049953e-02   2.3780206794836944e-02
  -5.7139842613731034e+03   2.9707463204200646e-02   2.3849726232116973e-02
  -5.7136612613731031e+03   3.0107888573646088e-02   2.3911753589768884e-02
  -5.7133382613731037e+03   3.0507278978867264e-02   2.3966314908412487e-02
  -5.7130152613731034e+03   3.0905571212455824e-02   2.4013441967852139e-02
  -5.7126922613731040e+03   3.1302700292165989e-02   2.4053162512994025e-02
  -5.7123692613731037e+03   3.1698603568234937e-02   2.4085509105929367e-02
  -5.7120472613731035e+03   3.2093216930340826e-02   2.4110511090595716e-02
  -5.7117242613731032e+03   3.2486478163635188e-02   2.4128201769553853e-02
  -5.7114012613731029e+03   3.2878323998676490e-02   2.4138612059705876e-02
  -5.7110782613731035e+03   3.3268692621281397e-02   2.4141776057148717e-02
  -5.7107552613731032e+03   3.3657521431290499e-02   2.4137726061319486e-02
  -5.7104322613731038e+03   3.4044749123127202e-02   2.4126497192418748e-02
  -5.7101092613731034e+03   3.4430313598666870e-02   2.4108122922610456e-02
  -5.7097862613731031e+03   3.4814154038532899e-02   2.4082639408460612e-02
